Title,Link,Date
Ini Identitas 3 Rumah Sakit yang Tipu Tagihan BPJS Kesehatan Rp 34 M,https://www.cnbcindonesia.com/news/20240727125803-4-558114/ini-identitas-3-rumah-sakit-yang-tipu-tagihan-bpjs-kesehatan-rp-34-m,1 bulan yang lalu
"7 Alat Kesehatan yang Gratis Pakai BPJS, Termasuk Kacamata",https://www.cnbcindonesia.com/lifestyle/20240727113819-33-558104/7-alat-kesehatan-yang-gratis-pakai-bpjs-termasuk-kacamata,1 bulan yang lalu
BPJS Kesehatan Bantah Batasi Tindakan Medis & Terlambat Bayar Klaim,https://www.cnbcindonesia.com/news/20240726145857-8-557923/bpjs-kesehatan-bantah-batasi-tindakan-medis-terlambat-bayar-klaim,1 bulan yang lalu
BPJS Kesehatan Ungkap Modus Fraud RS & Dokter: Sistem Kita Canggih!,https://www.cnbcindonesia.com/news/20240726163444-4-557975/bpjs-kesehatan-ungkap-modus-fraud-rs-dokter-sistem-kita-canggih,1 bulan yang lalu
Begini Cara Bos BPJS Kesehatan Cegah Data Pasien Disalahgunakan RS,https://www.cnbcindonesia.com/news/20240726193039-4-558041/begini-cara-bos-bpjs-kesehatan-cegah-data-pasien-disalahgunakan-rs,1 bulan yang lalu
"3 Rumah Sakit Tipu Tagihan Rp 34 M, Ini Ultimatum Bos BPJS Kesehatan",https://www.cnbcindonesia.com/news/20240726191630-4-558028/3-rumah-sakit-tipu-tagihan-rp-34-m-ini-ultimatum-bos-bpjs-kesehatan,1 bulan yang lalu
"Rugi Rp 34 Miliar Akibat Fraud, Bos BPJS Kesehatan Yakin Duitnya Balik",https://www.cnbcindonesia.com/news/20240726172759-4-557993/rugi-rp-34-miliar-akibat-fraud-bos-bpjs-kesehatan-yakin-duitnya-balik,1 bulan yang lalu
KPK Buka Suara Soal Nasib 3 Rumah Sakit yang Tipu Tagihan BPJS Rp 34 M,https://www.cnbcindonesia.com/news/20240726184937-4-558016/kpk-buka-suara-soal-nasib-3-rumah-sakit-yang-tipu-tagihan-bpjs-rp-34-m,1 bulan yang lalu
Dokter & RS yang Curangi Klaim BPJS Kesehatan Bakal Dicabut Izinnya,https://www.cnbcindonesia.com/news/20240726170922-4-557985/dokter-rs-yang-curangi-klaim-bpjs-kesehatan-bakal-dicabut-izinnya,1 bulan yang lalu
BPJS Kesehatan Putuskan Hubungan Kerja Dengan Rumah Sakit 'Nakal',https://www.cnbcindonesia.com/news/20240726145753-8-557921/bpjs-kesehatan-putuskan-hubungan-kerja-dengan-rumah-sakit-nakal,1 bulan yang lalu
Bos BPJS Kesehatan Buka-bukaan Soal Modus Klaim Fiktif Rumah Sakit,https://www.cnbcindonesia.com/news/20240726142408-8-557902/bos-bpjs-kesehatan-buka-bukaan-soal-modus-klaim-fiktif-rumah-sakit,1 bulan yang lalu
Terungkap! Ini 3 Lokasi Rumah Sakit yang Tipu BPJS Kesehatan,https://www.cnbcindonesia.com/news/20240726134438-4-557892/terungkap-ini-3-lokasi-rumah-sakit-yang-tipu-bpjs-kesehatan,1 bulan yang lalu
"Terungkap Modus Gembosi BPJS Kesehatan, Rumah Sakit Swasta Buka Suara",https://www.cnbcindonesia.com/news/20240726091355-8-557788/terungkap-modus-gembosi-bpjs-kesehatan-rumah-sakit-swasta-buka-suara,1 bulan yang lalu
Video: KPK Bongkar Modus Tipu-tipu Klaim Rumah Sakit ke BPJS Kesehatan,https://www.cnbcindonesia.com/news/20240726125549-8-557873/video-kpk-bongkar-modus-tipu-tipu-klaim-rumah-sakit-ke-bpjs-kesehatan,1 bulan yang lalu
"Cuci Darah Bisa Ditanggung BPJS Kesehatan, Begini Rincian Biayanya",https://www.cnbcindonesia.com/lifestyle/20240725155127-33-557641/cuci-darah-bisa-ditanggung-bpjs-kesehatan-begini-rincian-biayanya,1 bulan yang lalu
Modus Rumah Sakit yang Tipu-Tipu BPJS Kesehatan hingga Rp 34 M,https://www.cnbcindonesia.com/news/20240726080233-4-557772/modus-rumah-sakit-yang-tipu-tipu-bpjs-kesehatan-hingga-rp-34-m,1 bulan yang lalu
6 Fakta Kasus Rumah Sakit Tipu-tipu BPJS Kesehatan,https://www.cnbcindonesia.com/news/20240726073018-4-557766/6-fakta-kasus-rumah-sakit-tipu-tipu-bpjs-kesehatan,1 bulan yang lalu
Aktor di Balik Fraud BPJS Kesehatan Hingga Topan Gaemi Bikin Banjir,https://www.cnbcindonesia.com/news/20240725175526-8-557680/aktor-di-balik-fraud-bpjs-kesehatan-hingga-topan-gaemi-bikin-banjir,1 bulan yang lalu
BPJS Ketenagakerjaan Pastikan Dana Peserta Ada Saat Klaim,https://www.cnbcindonesia.com/news/20240725191231-8-557692/bpjs-ketenagakerjaan-pastikan-dana-peserta-ada-saat-klaim,1 bulan yang lalu
KPK Ungkap Fraud Klaim BPJS Hingga Helikopter Militer Rusia Jatuh,https://www.cnbcindonesia.com/news/20240725171623-8-557658/kpk-ungkap-fraud-klaim-bpjs-hingga-helikopter-militer-rusia-jatuh,1 bulan yang lalu
Begini Strategi BPJS Kesehatan Kejar Capaian UHC,https://www.cnbcindonesia.com/news/20240725181247-4-557688/begini-strategi-bpjs-kesehatan-kejar-capaian-uhc,1 bulan yang lalu
"Dana Kelolaan Naik, BPJS Ketenagakerjaan Bocorkan Strategi Investasi",https://www.cnbcindonesia.com/news/20240725172906-8-557669/dana-kelolaan-naik-bpjs-ketenagakerjaan-bocorkan-strategi-investasi,1 bulan yang lalu
"Perlindungan BPJS Ketenagakerjaan Tanpa Batas, Pekerja Bebas Cemas",https://www.cnbcindonesia.com/research/20240725114401-128-557520/perlindungan-bpjs-ketenagakerjaan-tanpa-batas-pekerja-bebas-cemas,1 bulan yang lalu
Ini 3 Rumah Sakit yang Tipu Tagihan BPJS Kesehatan Rp 34 M-Diseret KPK,https://www.cnbcindonesia.com/news/20240725124951-4-557551/ini-3-rumah-sakit-yang-tipu-tagihan-bpjs-kesehatan-rp-34-m-diseret-kpk,1 bulan yang lalu
Modus Fraud BPJS: RS Kumpulkan Data Pasien Lewat Bakti Sosial,https://www.cnbcindonesia.com/news/20240725080519-4-557445/modus-fraud-bpjs-rs-kumpulkan-data-pasien-lewat-bakti-sosial,1 bulan yang lalu
"Awal Mula KPK Temukan Fraud Klaim BPJS, Ada Peran FBI",https://www.cnbcindonesia.com/news/20240725073234-4-557438/awal-mula-kpk-temukan-fraud-klaim-bpjs-ada-peran-fbi,1 bulan yang lalu
Kemenkes Siapkan Sanksi Ini untuk Dokter yang Tipu BPJS Kesehatan,https://www.cnbcindonesia.com/news/20240725071557-4-557433/kemenkes-siapkan-sanksi-ini-untuk-dokter-yang-tipu-bpjs-kesehatan,1 bulan yang lalu
Terungkap! Aktor di Balik Fraud BPJS: Dokter-Dirut Rumah Sakit,https://www.cnbcindonesia.com/news/20240725070249-4-557428/terungkap-aktor-di-balik-fraud-bpjs-dokter-dirut-rumah-sakit,1 bulan yang lalu
"Cek Iuran Terkini Kelas 1,2,3 BPJS Kesehatan Kamis 25 Juli 2024",https://www.cnbcindonesia.com/news/20240724225224-4-557414/cek-iuran-terkini-kelas-123-bpjs-kesehatan-kamis-25-juli-2024,1 bulan yang lalu
KPK Temukan Modus Brutal Gembosi BPJS Kesehatan,https://www.cnbcindonesia.com/news/20240724172052-4-557332/kpk-temukan-modus-brutal-gembosi-bpjs-kesehatan,1 bulan yang lalu
KPK Mau Seret 3 Rumah Sakit karena Tipu Tagihan BPJS Kesehatan Rp 34 M,https://www.cnbcindonesia.com/news/20240724191245-4-557391/kpk-mau-seret-3-rumah-sakit-karena-tipu-tagihan-bpjs-kesehatan-rp-34-m,1 bulan yang lalu
BPJS Kesehatan Bentuk Tim & Jalin Kolaborasi Demi Cegah Fraud,https://www.cnbcindonesia.com/news/20240724170045-4-557317/bpjs-kesehatan-bentuk-tim-jalin-kolaborasi-demi-cegah-fraud,1 bulan yang lalu
"3 RS Diduga Klaim Bodong ke BPJS Kesehatan, Negara Rugi Rp34 M",https://www.cnbcindonesia.com/news/20240724155249-4-557290/3-rs-diduga-klaim-bodong-ke-bpjs-kesehatan-negara-rugi-rp34-m,1 bulan yang lalu
Wajib Simak! Ini Daftar Iuran BPJS Kesehatan Senin 22 Juli 2024,https://www.cnbcindonesia.com/news/20240722055758-4-556432/wajib-simak-ini-daftar-iuran-bpjs-kesehatan-senin-22-juli-2024,2 bulan yang lalu
"KRIS Berlaku 2025, Intip Iuran BPJS Kesehatan Terbaru 20 Juli 2024",https://www.cnbcindonesia.com/news/20240720133846-4-556277/kris-berlaku-2025-intip-iuran-bpjs-kesehatan-terbaru-20-juli-2024,2 bulan yang lalu
"Tak Perlu Bayar Mahal, Scaling Gigi Bisa Pakai BPJS Kesehatan",https://www.cnbcindonesia.com/lifestyle/20240718085237-33-555595/tak-perlu-bayar-mahal-scaling-gigi-bisa-pakai-bpjs-kesehatan,2 bulan yang lalu
"Segini Daftar Iuran BPJS Kesehatan, Berlaku 18 Juli 2024",https://www.cnbcindonesia.com/news/20240718053135-4-555544/segini-daftar-iuran-bpjs-kesehatan-berlaku-18-juli-2024,2 bulan yang lalu
Upaya BPJS Ketenagakerjaan Banjarmasin Tingkatkan Kualitas PLKK,https://www.cnbcindonesia.com/news/20240717111732-4-555314/upaya-bpjs-ketenagakerjaan-banjarmasin-tingkatkan-kualitas-plkk,2 bulan yang lalu
"Gandeng Kemendes, BPJS Ketenagakerjaan Lindungi Pekerja Rentan",https://www.cnbcindonesia.com/news/20240717105126-4-555308/gandeng-kemendes-bpjs-ketenagakerjaan-lindungi-pekerja-rentan,2 bulan yang lalu
"Masyarakat Bisa Beli Rokok, Tapi Gak Bisa Bayar BPJS Kesehatan",https://www.cnbcindonesia.com/news/20240716164938-4-555093/masyarakat-bisa-beli-rokok-tapi-gak-bisa-bayar-bpjs-kesehatan,2 bulan yang lalu
"Sinergi BPJS Kesehatan, Asuransi Harap Praktik RS 'Nakal' Diberantas",https://www.cnbcindonesia.com/market/20240716155519-19-555076/sinergi-bpjs-kesehatan-asuransi-harap-praktik-rs-nakal-diberantas,2 bulan yang lalu
BPJS Kesehatan: Kerjasama Dengan Asuransi Swasta Harus Saling Untung,https://www.cnbcindonesia.com/market/20240716151035-19-555054/bpjs-kesehatan-kerjasama-dengan-asuransi-swasta-harus-saling-untung,2 bulan yang lalu
IFG Bicara Akuisisi Mandiri Inhealth & Sinergi Dengan BPJS Kesehatan,https://www.cnbcindonesia.com/market/20240716143034-19-555039/ifg-bicara-akuisisi-mandiri-inhealth-sinergi-dengan-bpjs-kesehatan,2 bulan yang lalu
KRIS Siap Dilaksanakan Hingga Peserta BPJS Kesehatan Melonjak 100%,https://www.cnbcindonesia.com/market/20240716145015-19-555044/kris-siap-dilaksanakan-hingga-peserta-bpjs-kesehatan-melonjak-100,2 bulan yang lalu
"Sinergi BPJS Kesehatan & Asuransi Komersial, IFG Harapkan Hal Ini",https://www.cnbcindonesia.com/market/20240716144142-17-555043/sinergi-bpjs-kesehatan-asuransi-komersial-ifg-harapkan-hal-ini,2 bulan yang lalu
Jumlah Peserta BPJS Kesehatan Tumbuh 100% Lebih dalam 1 Dekade,https://www.cnbcindonesia.com/news/20240716140648-4-555033/jumlah-peserta-bpjs-kesehatan-tumbuh-100-lebih-dalam-1-dekade,2 bulan yang lalu
BPJS Ketenagakerjaan-Kejaksaan Negeri Kota Bogor Jalin Kolaborasi,https://www.cnbcindonesia.com/news/20240716134110-4-555015/bpjs-ketenagakerjaan-kejaksaan-negeri-kota-bogor-jalin-kolaborasi,2 bulan yang lalu
BPJS Ketenagakerjaan Tingkatkan Perlindungan Pekerja di Sulsel,https://www.cnbcindonesia.com/news/20240716125503-4-554999/bpjs-ketenagakerjaan-tingkatkan-perlindungan-pekerja-di-sulsel,2 bulan yang lalu
"Kolaborasi Perusahaan Asuransi-BPJS Kesehatan, Peluang & Tantangannya",https://www.cnbcindonesia.com/market/20240715184203-17-554818/kolaborasi-perusahaan-asuransi-bpjs-kesehatan-peluang-tantangannya,2 bulan yang lalu
Berlaku 13 Juli 2024! Ini Daftar Iuran BPJS Kesehatan Terbaru,https://www.cnbcindonesia.com/news/20240713061930-4-554227/berlaku-13-juli-2024-ini-daftar-iuran-bpjs-kesehatan-terbaru,2 bulan yang lalu
"Kelas 1,2,3 Dihapus, Cek Tarif BPJS Kesehatan per 12 Juli 2024",https://www.cnbcindonesia.com/news/20240712113307-4-554039/kelas-123-dihapus-cek-tarif-bpjs-kesehatan-per-12-juli-2024,2 bulan yang lalu
KRIS Segera Berlaku! Ini Daftar Iuran BPJS Kesehatan Per 8 Juli 2024,https://www.cnbcindonesia.com/news/20240708185647-8-552832/kris-segera-berlaku-ini-daftar-iuran-bpjs-kesehatan-per-8-juli-2024,2 bulan yang lalu
Tegas! BPJS Kesehatan Pastikan Keamanan Data Peserta,https://www.cnbcindonesia.com/news/20240708152219-4-552716/tegas-bpjs-kesehatan-pastikan-keamanan-data-peserta,2 bulan yang lalu
"BPJS Ketenagakerjaan Rilis Laporan Kinerja Tahun 2023, Ini Hasilnya",https://www.cnbcindonesia.com/news/20240708131510-4-552648/bpjs-ketenagakerjaan-rilis-laporan-kinerja-tahun-2023-ini-hasilnya,2 bulan yang lalu
"Tingkatkan Layanan JKN, BPJS Kesehatan Luncurkan Face Recognition",https://www.cnbcindonesia.com/news/20240708124624-4-552637/tingkatkan-layanan-jkn-bpjs-kesehatan-luncurkan-face-recognition,2 bulan yang lalu
"KRIS Segera Berlaku, Ini Daftar Iuran BPJS Kesehatan per 8 Juli 2024",https://www.cnbcindonesia.com/news/20240708073636-4-552495/kris-segera-berlaku-ini-daftar-iuran-bpjs-kesehatan-per-8-juli-2024,2 bulan yang lalu
"Bikin SIM Wajib Punya BPJS Kesehatan, Cek Biayanya di Sini!",https://www.cnbcindonesia.com/news/20240708072415-4-552486/bikin-sim-wajib-punya-bpjs-kesehatan-cek-biayanya-di-sini,2 bulan yang lalu
Segini Iuran BPJS Kesehatan Terbaru Kelas I-III per 6 Juli 2024,https://www.cnbcindonesia.com/news/20240706102258-4-552295/segini-iuran-bpjs-kesehatan-terbaru-kelas-i-iii-per-6-juli-2024,2 bulan yang lalu
"21 Penyakit yang Tak Ditanggung BPJS Kesehatan, Wajib Tahu!",https://www.cnbcindonesia.com/lifestyle/20240704102447-33-551680/21-penyakit-yang-tak-ditanggung-bpjs-kesehatan-wajib-tahu,2 bulan yang lalu
"Dirut BPJS Ketenagakerjaan Jamin Data Aman, Bantah Dibobol Hacker",https://www.cnbcindonesia.com/tech/20240702170901-37-551207/dirut-bpjs-ketenagakerjaan-jamin-data-aman-bantah-dibobol-hacker,2 bulan yang lalu
Bos BPJS TK: Klaim JHT dari Korban PHK Tembus Rp 385 M per Mei 2024,https://www.cnbcindonesia.com/news/20240702163206-4-551183/bos-bpjs-tk-klaim-jht-dari-korban-phk-tembus-rp-385-m-per-mei-2024,2 bulan yang lalu
"Mulai Uji Coba, Perpanjang SIM di 7 Wilayah Wajib Punya BPJS Kesehatan",https://www.cnbcindonesia.com/news/20240702134551-4-551114/mulai-uji-coba-perpanjang-sim-di-7-wilayah-wajib-punya-bpjs-kesehatan,2 bulan yang lalu
BPJS Ketenagakerjaan Beber Kondisi Industri Garmen-Tekstil RI Saat ini,https://www.cnbcindonesia.com/news/20240702124315-4-551077/bpjs-ketenagakerjaan-beber-kondisi-industri-garmen-tekstil-ri-saat-ini,2 bulan yang lalu
BPJS Ketenagakerjaan: Peserta Sektor Garmen-Tekstil Turun Puluhan Ribu,https://www.cnbcindonesia.com/news/20240702114100-4-551046/bpjs-ketenagakerjaan-peserta-sektor-garmen-tekstil-turun-puluhan-ribu,2 bulan yang lalu
"Segini Iuran BPJS Kesehatan Terbaru 2024, Cek Daftarnya",https://www.cnbcindonesia.com/lifestyle/20240629163733-33-550469/segini-iuran-bpjs-kesehatan-terbaru-2024-cek-daftarnya,2 bulan yang lalu
"Video: Sudah Punya BPJS, Haruskah Beli Asuransi Swasta Lagi?",https://www.cnbcindonesia.com/news/20240626090505-8-549372/video-sudah-punya-bpjs-haruskah-beli-asuransi-swasta-lagi,2 bulan yang lalu
"Kelas 1,2,3 Segera Dihapus, Cek Iuran BPJS Kesehatan per 24 Juni 2024",https://www.cnbcindonesia.com/market/20240624080625-17-548648/kelas-123-segera-dihapus-cek-iuran-bpjs-kesehatan-per-24-juni-2024,2 bulan yang lalu
"BPJS Ketenagakerjaan Bisa Dicairkan Buat Cicil Rumah, Ini Caranya",https://www.cnbcindonesia.com/news/20240623185903-4-548558/bpjs-ketenagakerjaan-bisa-dicairkan-buat-cicil-rumah-ini-caranya,3 bulan yang lalu
"Video: Sudah Punya BPJS, Haruskah Beli Asuransi Swasta Lagi?",https://www.cnbcindonesia.com/mymoney/20240621191142-74-548305/video-sudah-punya-bpjs-haruskah-beli-asuransi-swasta-lagi,3 bulan yang lalu
"Pembersihan Karang Gigi Bisa Pakai BPJS Kesehatan, Begini Caranya",https://www.cnbcindonesia.com/lifestyle/20240623114715-33-548497/pembersihan-karang-gigi-bisa-pakai-bpjs-kesehatan-begini-caranya,3 bulan yang lalu
Daftar Iuran per Bulan BPJS Kesehatan Berlaku Jumat 21 Juni 2024,https://www.cnbcindonesia.com/news/20240621071954-4-548013/daftar-iuran-per-bulan-bpjs-kesehatan-berlaku-jumat-21-juni-2024,3 bulan yang lalu
"Saldo JHT BPJS TK Tak Muncul di Aplikasi JMO, Ini Cara Mengatasinya",https://www.cnbcindonesia.com/tech/20240619143113-37-547492/saldo-jht-bpjs-tk-tak-muncul-di-aplikasi-jmo-ini-cara-mengatasinya,3 bulan yang lalu
"Catat, 21 Penyakit Ini Pengobatannya Tak Ditanggung BPJS Kesehatan",https://www.cnbcindonesia.com/news/20240617155524-4-547140/catat-21-penyakit-ini-pengobatannya-tak-ditanggung-bpjs-kesehatan,3 bulan yang lalu
